year,sector,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1978,56,b) 1,13603,13826,115541,108755,146,0.890,5300,32.311,49564,2532,47032,2.328,45.574,35621,21707,13914,19.960,32.754,13943,12.821,65.507,4296,4300,17846
1978,56,c) 2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,56,l) Left Censored,71683,84203,1722288,1654420,4597,5.277,10419,11.960,477513,117184,360329,7.083,28.863,341175,121331,219844,7.334,20.622,136338,8.241,41.244,7218,7291,52507
1978,61,a) 0,3392,3427,17813,8907,3427,200.000,(X),(X),17813,17813,(X),200.000,200.000,(X),(X),(X),(X),(X),17813,200.000,(X),(X),(X),(X)
1978,61,b) 1,2245,2305,17215,16674,15,0.556,803,29.752,6014,111,5903,0.666,36.068,4797,2957,1840,17.734,28.769,1217,7.299,57.539,664,665,2551
1978,61,c) 2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,61,l) Left Censored,23803,25669,1236852,1174141,823,3.118,2276,8.623,245446,14619,230827,1.245,20.904,122590,56110,66480,4.779,10.441,122856,10.463,20.882,1594,1627,45355
1978,62,a) 0,31179,31556,171292,85646,31556,200.000,(X),(X),171292,171292,(X),200.000,200.000,(X),(X),(X),(X),(X),171292,200.000,(X),(X),(X),(X)
1978,62,b) 1,24820,25934,179833,167535,473,1.699,4277,15.365,57890,4869,53021,2.906,34.554,32456,21845,10611,13.039,19.373,25434,15.181,38.745,3184,3242,16763
1978,62,c) 2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,62,l) Left Censored,257913,282824,5206410,5042200,9205,3.209,17231,6.007,785678,133100,652578,2.640,15.582,455273,186987,268286,3.708,9.029,330405,6.553,18.059,11546,11670,93811
1978,71,a) 0,6575,6628,44411,22206,6628,200.000,(X),(X),44411,44411,(X),200.000,200.000,(X),(X),(X),(X),(X),44411,200.000,(X),(X),(X),(X)
1978,71,b) 1,4195,4264,34322,34829,42,0.819,1774,34.581,11789,469,11320,1.347,33.849,12726,8321,4405,23.891,36.539,-937,-2.690,67.697,1378,1382,6228
1978,71,c) 2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,71,l) Left Censored,32430,34463,584161,568714,1133,3.175,3574,10.016,118461,18701,99760,3.288,20.830,87687,31213,56474,5.488,15.418,30774,5.411,30.837,2522,2536,19235
1978,72,a) 0,44833,46137,495487,247752,46137,199.991,(X),(X),495489,495487,(X),199.993,199.994,(X),(X),(X),(X),(X),495475,199.988,(X),(X),(X),(X)
1978,72,b) 1,33937,35635,416386,438159,932,2.182,15095,35.338,120060,19068,100992,4.352,27.401,163599,105878,57721,24.164,37.338,-43539,-9.937,54.802,12348,12470,87477
1978,72,c) 2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,72,l) Left Censored,207300,258092,4243608,4193919,15456,5.715,40147,14.845,932353,304481,627872,7.260,22.231,833704,433240,400464,10.330,19.879,98649,2.352,39.758,26027,26487,213861
1978,81,a) 0,48766,49137,167312,83659,49137,199.996,(X),(X),167312,167312,(X),199.994,199.994,(X),(X),(X),(X),(X),167307,199.988,(X),(X),(X),(X)
1978,81,b) 1,35796,36615,149533,151598,360,0.841,12759,29.801,49055,2088,46967,1.377,32.359,51666,35590,16076,23.477,34.081,-2611,-1.722,64.717,9934,9983,28891
1978,81,c) 2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1978,81,l) Left Censored,345624,377444,2834850,2769227,12828,3.303,34683,8.930,554265,78139,476126,2.822,20.015,421303,147440,273863,5.324,15.214,132962,4.801,30.427,23812,24112,85680
1979,11,a) 0,3393,3393,17111,8556,3393,200.000,(X),(X),17111,17111,(X),200.000,200.000,(X),(X),(X),(X),(X),17111,200.000,(X),(X),(X),(X)
1979,11,b) 1,2541,2541,14108,15091,(D),(D),1087,35.252,4546,(D),4542,(D),30.124,6484,4326,2158,28.666,42.966,-1938,-12.842,60.248,797,799,2863
1979,11,c) 2,2160,2162,12264,13491,146,5.895,775,31.294,3547,475,3072,3.521,26.293,5985,3324,2661,24.640,44.365,-2438,-18.072,52.585,559,587,2698
1979,11,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,11,l) Left Censored,13671,14277,148805,154188,637,4.212,2330,15.406,29156,5607,23549,3.636,18.909,40077,14492,25585,9.399,25.992,-10921,-7.083,37.819,1666,1682,9098
1979,21,a) 0,2778,2784,26253,13127,2784,200.000,(X),(X),26253,26253,(X),200.000,200.000,(X),(X),(X),(X),(X),26253,200.000,(X),(X),(X),(X)
1979,21,b) 1,1999,2017,28798,25855,6,0.256,665,28.340,13929,175,13754,0.677,53.875,7989,4973,3016,19.235,30.900,5940,22.975,61.800,495,495,4098
1979,21,c) 2,1579,1662,33959,33793,106,5.840,412,22.700,9883,2817,7066,8.336,29.246,9545,4954,4591,14.660,28.246,338,1.000,56.492,315,315,3468
1979,21,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,21,l) Left Censored,13171,18614,714660,680318,1120,5.872,2040,10.695,166496,25418,141078,3.736,24.473,97679,43910,53769,6.454,14.358,68817,10.115,28.716,993,1010,11175
1979,22,a) 0,431,435,1921,961,435,200.000,(X),(X),1921,1921,(X),200.000,200.000,(X),(X),(X),(X),(X),1921,200.000,(X),(X),(X),(X)
1979,22,b) 1,358,376,3378,3248,(D),(D),70,17.263,1462,(D),316,(D),45.019,1198,321,877,9.885,36.890,264,8.129,73.780,51,51,276
1979,22,c) 2,289,290,982,1007,10,3.257,44,14.332,217,31,186,3.078,21.549,262,92,170,9.136,26.018,-45,-4.469,43.098,36,36,67
1979,22,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,22,l) Left Censored,4881,11007,677009,666749,337,3.051,411,3.721,58154,18327,39827,2.749,8.722,38127,7487,30640,1.123,5.718,20027,3.004,11.437,115,115,571
1979,23,a) 0,74195,74206,323774,161887,74206,200.000,(X),(X),323774,323774,(X),200.000,200.000,(X),(X),(X),(X),(X),323774,200.000,(X),(X),(X),(X)
1979,23,b) 1,59293,59398,354402,348565,9,0.013,21904,31.138,143654,267,143387,0.077,41.213,130497,75253,55244,21.589,37.438,13157,3.775,74.877,17158,17161,60840
1979,23,c) 2,47095,47138,304616,310737,2520,4.892,11268,21.875,97516,9186,88330,2.956,31.382,110081,49806,60275,16.028,35.426,-12565,-4.044,62.764,8853,8856,40497
1979,23,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,23,l) Left Censored,266681,272099,3568886,3509371,7559,2.668,29989,10.585,812446,55964,756482,1.595,23.151,692076,188131,503945,5.361,19.721,120370,3.430,39.442,22968,22995,122231
1979,31-33,a) 0,24478,24554,239273,119637,24554,200.000,(X),(X),239273,239273,(X),200.000,200.000,(X),(X),(X),(X),(X),239273,200.000,(X),(X),(X),(X)
1979,31-33,b) 1,20365,20524,275062,269137,84,0.351,6894,28.810,91833,6048,85785,2.247,34.121,80324,52100,28224,19.358,29.845,11509,4.276,59.690,5004,5017,37126
1979,31-33,c) 2,17768,17993,278916,273000,728,3.735,3729,19.129,76729,15520,61209,5.685,28.106,65193,35638,29555,13.054,23.880,11536,4.226,47.760,2823,2834,26628
1979,31-33,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,31-33,l) Left Censored,197362,244231,18112756,17865845,7476,2.985,19971,7.973,2188782,449314,1739468,2.515,12.251,1688401,655541,1032860,3.669,9.450,500381,2.801,18.901,11547,11711,158155
1979,42,a) 0,26054,26341,113927,56966,26341,199.992,(X),(X),113928,113927,(X),199.993,199.995,(X),(X),(X),(X),(X),113925,199.989,(X),(X),(X),(X)
1979,42,b) 1,21978,22512,132307,129753,137,0.535,6281,24.551,44419,1068,43351,0.823,34.234,38615,25317,13298,19.512,29.761,5804,4.473,59.521,4978,5004,19439
1979,42,c) 2,19344,20131,133813,132441,763,3.555,3426,15.963,35214,4804,30410,3.627,26.588,32309,15881,16428,11.991,24.395,2905,2.193,48.790,2707,2740,12465
1979,42,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,42,l) Left Censored,190175,263670,3844749,3797169,10985,4.092,20545,7.653,613414,154367,459047,4.065,16.155,518156,209044,309112,5.505,13.646,95258,2.509,27.292,10536,10852,66037
1979,44-45,a) 0,85141,87016,354935,177468,87016,200.000,(X),(X),354935,354935,(X),200.000,200.000,(X),(X),(X),(X),(X),354935,200.000,(X),(X),(X),(X)
1979,44-45,b) 1,67154,71509,368374,380987,988,1.202,22371,27.215,101421,7258,94163,1.905,26.621,124896,77352,47544,20.303,32.782,-23475,-6.162,53.241,18387,18523,64278
1979,44-45,c) 2,60548,65415,367545,374829,3163,4.501,12892,18.344,82783,13532,69251,3.610,22.086,96651,47650,49001,12.712,25.785,-13868,-3.700,44.171,10452,10552,37643
1979,44-45,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1979,44-45,l) Left Censored,531435,778701,9116599,9072666,35541,4.451,75108,9.406,1369727,413343,956384,4.556,15.097,1277498,475923,801575,5.246,14.081,92229,1.017,28.161,43330,44732,195950
1979,48-49,a) 0,15135,15154,71648,35824,15154,200.000,(X),(X),71648,71648,(X),200.000,200.000,(X),(X),(X),(X),(X),71648,200.000,(X),(X),(X),(X)
1979,48-49,b) 1,10145,10179,68566,68643,27,0.219,4314,35.009,22947,665,22282,0.969,33.429,22678,15694,6984,22.863,33.038,269,0.392,66.075,3610,3610,13631
1979,48-49,c) 2,7978,8046,56645,56977,421,4.769,1984,22.475,16278,1815,14463,3.185,28.569,16878,8327,8551,14.615,29.622,-600,-1.053,57.139,1680,1680,6952
1979,48-49,d) 3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
